PFT	scenario	year	period	mean.effects.Inds	mean.effects.seedlings	mean.effects.seeds	mean.effects.cover	mean.effects.shootmass	min.effects.Inds	min.effects.seedlings	min.effects.seeds	min.effects.cover	min.effects.shootmass	max.effects.Inds	max.effects.seedlings	max.effects.seeds	max.effects.cover	max.effects.shootmass
MSCTcl2plb	1	31	before	1.16917436115402	1.23254536787596	1.10303761959319	1.00119269941809	1.30140676633027	3.57481289232255	3.36098185139179	3.85009078222917	1.01637755971407	4.33345546998931	0.156756756756757	0.0310077519379845	0.017776022121272	0.994348738640324	0.000316071805656381
MSCTcl2plb	2	31	before	1.47219777021076	1.43618308213138	1.78867339192374	1.00318449638521	1.68520449398666	5.59369987524506	4.59615384615385	8.4374229255007	1.02997335551452	8.94566709055665	0.156756756756757	0.0379987333755542	0.0171316184440173	0.994348738640324	0.000311409709194195
MSCTcl2plb	0	32	before	1	1	1	1	1	3.2075124875125	2.52962767825782	4.61907626925022	1.01131885840054	4.65095225567948	0.171428571428571	0.0387096774193548	0.0183924468540557	0.99496581638816	0.000373540865333313
MSCTcl2plb	1	32	before	1.42913027615874	1.37698993858118	1.38261032776872	1.00225866002379	1.68235540917658	3.97622549019608	4.03478260869565	5.57379556461891	1.01590029371076	5.5122925145502	0.172369942196531	0.0529680365296804	0.0221769054295182	0.99496581638816	0.000373540865333313
MSCTcl2plb	2	32	before	1.63085959385616	1.52625742415869	1.67151735793732	1.00314213164548	1.94894154282979	7.11156496062993	4.375	8.20567798502525	1.03077261326448	9.58493849210773	0.172320396366639	0.0551330798479088	0.0221769054295182	0.994979178237993	0.000377633726176048
MSCTcl2plb	0	33	before	1	1	1	1	1	3.06122448979592	2.85253456221198	4.78149100257069	1.00974351355215	4.83818027972821	0.191082802547771	0.0543478260869565	0.0273910066194933	0.995907405277108	0.00055722464976109
MSCTcl2plb	1	33	before	1.89769806309942	1.81793999758075	2.23443476800768	1.00399943902707	2.60528698353388	6.74842767295599	5.38163265306126	8.40616966580977	1.02487304335933	12.1484779348445	0.191082802547771	0.0643086816720257	0.0331544047994948	0.996022726049351	0.000562054613872602
MSCTcl2plb	2	33	before	1.87578118960033	1.67080790842386	2.09151174506937	1.00363303393101	2.41211403562116	6.50844091360479	5.08510638297874	8.52185089974293	1.02316051868344	10.4819165884262	0.191082802547771	0.0553790941341474	0.0340522133938706	0.996031785676908	0.000563361016330315
MSCTcl2plb	0	34	before	1	1	1	1	1	4.11764705882353	3.26086956521739	4.23340961098398	1.01338472494154	5.6129243494261	0.194805194805195	0.0463320463320463	0.0216658642272508	0.995139532512739	0.000461878311600137
MSCTcl2plb	1	34	before	1.94954819020734	1.77681579953438	2.59551545033871	1.00449472571361	2.51462696191309	7.48314606741574	6.10909090909092	13.0892448512586	1.02962213987462	10.6314619878102	0.194805194805195	0.0463320463320463	0.0216658642272508	0.995139532512739	0.000468313487924865
MSCTcl2plb	2	34	before	1.39774678867269	1.28571954455749	1.80383927296991	1.00181630917834	1.56841469681708	4.44688859150218	3.38292981026656	6.79660907344395	1.0158081229998	6.30660128824668	0.194805194805195	0.0478173864482502	0.0216658642272508	0.995139532512739	0.000468313487924865
